Date,Time,Dow,Season,HomeTeam,AwayTeam,HTHG,HTAG,HTR,FTHG,FTAG,FTR,ETHG,ETAG,ETR,PENHG,PENAG,PENR,Predict
03.08.2013,15:30,Saturday,1314,Fortuna Köln,1. FSV Mainz 05,1,1,D,1,2,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,15:30,Saturday,1314,TSG Neustrelitz,SC Freiburg,0,0,D,0,0,D,0,2,A,-1,-1,-1,False
03.08.2013,15:30,Saturday,1314,1. FC Magdeburg,Energie Cottbus,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,15:30,Saturday,1314,SV Wilhelmshaven,Borussia Dortmund,0,0,D,0,3,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,15:30,Saturday,1314,Bahlinger SC,VfL Bochum,0,2,A,1,3,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,18:00,Saturday,1314,TSV 1860 Rosenheim,VfR Aalen,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,20:30,Saturday,1314,Eintracht Trier,1. FC Köln,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,20:30,Saturday,1314,Karlsruher SC,VfL Wolfsburg,0,1,A,1,3,A,-1,-1,-1,-1,-1,-1,False
04.08.2013,14:30,Sunday,1314,TSG Pfeddersheim,SpVgg Greuther Fürth,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
04.08.2013,14:30,Sunday,1314,1. FC Saarbrücken,Werder Bremen,1,0,H,1,1,D,3,1,H,-1,-1,-1,False
04.08.2013,14:30,Sunday,1314,SV Darmstadt 98,Borussia Mönchengladbach,0,0,D,0,0,D,0,0,D,5,4,H,False
04.08.2013,14:30,Sunday,1314,Arminia Bielefeld,Eintracht Braunschweig,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
04.08.2013,14:30,Sunday,1314,SC Victoria Hamburg,Hannover 96,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
04.08.2013,16:00,Sunday,1314,SV Schott Jena,Hamburger SV,0,0,D,0,4,A,-1,-1,-1,-1,-1,-1,False
04.08.2013,16:00,Sunday,1314,SC Wiedenbrück 2000,Fortuna Düsseldorf,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
04.08.2013,16:00,Sunday,1314,Optik Rathenow,FSV Frankfurt,0,1,A,1,1,D,1,3,A,-1,-1,-1,False
04.08.2013,16:00,Sunday,1314,BFC Dynamo,VfB Stuttgart,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
04.08.2013,16:00,Sunday,1314,VfR Neumünster,Hertha BSC,1,2,A,2,2,D,2,3,A,-1,-1,-1,False
04.08.2013,18:30,Sunday,1314,FV Illertissen,Eintracht Frankfurt,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
04.08.2013,18:30,Sunday,1314,SC Preußen Münster,FC St. Pauli,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
04.08.2013,20:30,Sunday,1314,SV Sandhausen,1. FC Nürnberg,0,1,A,1,1,D,1,1,D,4,3,H,False
05.08.2013,18:30,Monday,1314,MSV Duisburg,SC Paderborn 07,1,2,A,2,3,A,-1,-1,-1,-1,-1,-1,False
05.08.2013,18:30,Monday,1314,Jahn Regensburg,1. FC Union Berlin,1,2,A,1,2,A,-1,-1,-1,-1,-1,-1,False
05.08.2013,18:30,Monday,1314,FC Nöttingen,FC Schalke 04,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
05.08.2013,20:30,Monday,1314,BSV Rehden,Bayern München,0,2,A,0,5,A,-1,-1,-1,-1,-1,-1,False
24.09.2013,19:00,Tuesday,1314,SC Preußen Münster,FC Augsburg,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
24.09.2013,19:00,Tuesday,1314,SC Wiedenbrück 2000,SV Sandhausen,1,0,H,1,3,A,-1,-1,-1,-1,-1,-1,False
24.09.2013,19:00,Tuesday,1314,TSV 1860 München,Borussia Dortmund,0,0,D,0,0,D,0,2,A,-1,-1,-1,False
24.09.2013,19:00,Tuesday,1314,VfL Wolfsburg,VfR Aalen,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
24.09.2013,20:30,Tuesday,1314,Arminia Bielefeld,Bayer 04 Leverkusen,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
24.09.2013,20:30,Tuesday,1314,Hamburger SV,SpVgg Greuther Fürth,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
24.09.2013,20:30,Tuesday,1314,1899 Hoffenheim,Energie Cottbus,0,0,D,0,0,D,3,0,H,-1,-1,-1,False
24.09.2013,20:30,Tuesday,1314,1. FSV Mainz 05,1. FC Köln,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
25.09.2013,19:00,Wednesday,1314,1. FC Saarbrücken,SC Paderborn 07,2,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
25.09.2013,19:00,Wednesday,1314,Eintracht Frankfurt,VfL Bochum,2,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
25.09.2013,19:00,Wednesday,1314,FSV Frankfurt,FC Ingolstadt,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
25.09.2013,19:00,Wednesday,1314,1. FC Kaiserslautern,Hertha BSC,0,1,A,3,1,H,-1,-1,-1,-1,-1,-1,False
25.09.2013,20:30,Wednesday,1314,VfL Osnabrück,1. FC Union Berlin,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
25.09.2013,20:30,Wednesday,1314,SV Darmstadt 98,FC Schalke 04,1,1,D,1,3,A,-1,-1,-1,-1,-1,-1,False
25.09.2013,20:30,Wednesday,1314,Bayern München,Hannover 96,2,1,H,4,1,H,-1,-1,-1,-1,-1,-1,False
25.09.2013,20:30,Wednesday,1314,SC Freiburg,VfB Stuttgart,0,0,D,2,1,H,-1,-1,-1,-1,-1,-1,False
03.12.2013,19:00,Tuesday,1314,1. FC Union Berlin,1. FC Kaiserslautern,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
03.12.2013,19:00,Tuesday,1314,Hamburger SV,1. FC Köln,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
03.12.2013,20:30,Tuesday,1314,FC Schalke 04,1899 Hoffenheim,0,3,A,1,3,A,-1,-1,-1,-1,-1,-1,False
03.12.2013,20:30,Tuesday,1314,1. FC Saarbrücken,Borussia Dortmund,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
04.12.2013,19:00,Wednesday,1314,SC Freiburg,Bayer 04 Leverkusen,1,1,D,1,2,A,-1,-1,-1,-1,-1,-1,False
04.12.2013,19:00,Wednesday,1314,VfL Wolfsburg,FC Ingolstadt,0,1,A,2,1,H,-1,-1,-1,-1,-1,-1,False
04.12.2013,20:30,Wednesday,1314,Eintracht Frankfurt,SV Sandhausen,1,0,H,4,2,H,-1,-1,-1,-1,-1,-1,False
04.12.2013,20:30,Wednesday,1314,FC Augsburg,Bayern München,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
11.02.2014,20:45,Tuesday,1314,Eintracht Frankfurt,Borussia Dortmund,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
12.02.2014,19:00,Wednesday,1314,1899 Hoffenheim,VfL Wolfsburg,1,2,A,2,3,A,-1,-1,-1,-1,-1,-1,False
12.02.2014,19:00,Wednesday,1314,Bayer 04 Leverkusen,1. FC Kaiserslautern,0,0,D,0,0,D,0,1,A,-1,-1,-1,False
12.02.2014,20:30,Wednesday,1314,Hamburger SV,Bayern München,0,2,A,0,5,A,-1,-1,-1,-1,-1,-1,False
15.04.2014,20:30,Tuesday,1314,Borussia Dortmund,VfL Wolfsburg,2,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
16.04.2014,20:30,Wednesday,1314,Bayern München,1. FC Kaiserslautern,2,0,H,5,1,H,-1,-1,-1,-1,-1,-1,False
17.05.2014,20:00,Saturday,1314,Borussia Dortmund,Bayern München,0,0,D,0,0,D,0,2,A,-1,-1,-1,False
15.08.2014,19:00,Friday,1415,Chemnitzer FC,1. FSV Mainz 05,0,1,A,3,3,D,5,5,D,5,4,H,False
15.08.2014,19:00,Friday,1415,SV Alemannia Waldalgesheim,Bayer 04 Leverkusen,0,4,A,0,6,A,-1,-1,-1,-1,-1,-1,False
15.08.2014,20:00,Friday,1415,MSV Duisburg,1. FC Nürnberg,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
16.08.2014,15:30,Saturday,1415,VfL Bochum,VfB Stuttgart,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
16.08.2014,15:30,Saturday,1415,Stuttgarter Kickers,Borussia Dortmund,0,1,A,1,4,A,-1,-1,-1,-1,-1,-1,False
16.08.2014,15:30,Saturday,1415,FC 08 Homburg,Borussia Mönchengladbach,1,2,A,1,3,A,-1,-1,-1,-1,-1,-1,False
16.08.2014,15:30,Saturday,1415,FC Viktoria Köln,Hertha BSC,0,2,A,2,4,A,-1,-1,-1,-1,-1,-1,False
16.08.2014,15:30,Saturday,1415,FC-Astoria Walldorf,Hannover 96,0,1,A,1,3,A,-1,-1,-1,-1,-1,-1,False
16.08.2014,15:30,Saturday,1415,FT Braunschweig,1. FC Köln,0,0,D,0,4,A,-1,-1,-1,-1,-1,-1,False
16.08.2014,15:30,Saturday,1415,Optik Rathenow,FC St. Pauli,0,2,A,1,3,A,-1,-1,-1,-1,-1,-1,False
16.08.2014,15:30,Saturday,1415,Bremer SV,Eintracht Braunschweig,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
16.08.2014,15:30,Saturday,1415,SV Waldkirch,SpVgg Greuther Fürth,0,0,D,0,3,A,-1,-1,-1,-1,-1,-1,False
16.08.2014,18:00,Saturday,1415,SV Wehen Wiesbaden,1. FC Kaiserslautern,0,0,D,0,0,D,0,0,D,3,5,A,False
16.08.2014,20:30,Saturday,1415,FC Viktoria 1889 Berlin,Eintracht Frankfurt,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
16.08.2014,20:30,Saturday,1415,Sportfreunde Siegen,FSV Frankfurt,2,1,H,2,2,D,3,3,D,4,5,A,False
17.08.2014,14:30,Sunday,1415,Holstein Kiel,TSV 1860 München,1,0,H,1,2,A,-1,-1,-1,-1,-1,-1,False
17.08.2014,14:30,Sunday,1415,FV Illertissen,Werder Bremen,1,1,D,1,1,D,2,3,A,-1,-1,-1,False
17.08.2014,14:30,Sunday,1415,Uhlenhorster SC Paloma,1899 Hoffenheim,0,7,A,0,9,A,-1,-1,-1,-1,-1,-1,False
17.08.2014,14:30,Sunday,1415,BSV Rehden,VfR Aalen,1,0,H,1,1,D,1,1,D,3,4,A,False
17.08.2014,14:30,Sunday,1415,FC Carl Zeiss Jena,Erzgebirge Aue,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
17.08.2014,16:00,Sunday,1415,SC Preußen Münster,Bayern München,0,2,A,1,4,A,-1,-1,-1,-1,-1,-1,False
17.08.2014,16:00,Sunday,1415,Arminia Bielefeld,SV Sandhausen,1,0,H,4,1,H,-1,-1,-1,-1,-1,-1,False
17.08.2014,16:00,Sunday,1415,Eintracht Trier,SC Freiburg,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
17.08.2014,16:00,Sunday,1415,FC Würzburger Kickers,Fortuna Düsseldorf,0,1,A,2,2,D,3,2,H,-1,-1,-1,False
17.08.2014,16:00,Sunday,1415,1. FC Neubrandenburg,Karlsruher SC,0,0,D,1,3,A,-1,-1,-1,-1,-1,-1,False
17.08.2014,18:30,Sunday,1415,RB Leipzig,SC Paderborn 07,1,1,D,1,1,D,2,1,H,-1,-1,-1,False
17.08.2014,18:30,Sunday,1415,1. FC Magdeburg,FC Augsburg,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
17.08.2014,20:30,Sunday,1415,SV Darmstadt 98,VfL Wolfsburg,0,0,D,0,0,D,0,0,D,4,5,A,False
18.08.2014,18:30,Monday,1415,1. FC Heidenheim,1. FC Union Berlin,0,0,D,2,1,H,-1,-1,-1,-1,-1,-1,False
18.08.2014,18:30,Monday,1415,Energie Cottbus,Hamburger SV,1,0,H,1,1,D,2,2,D,1,4,A,False
18.08.2014,18:30,Monday,1415,Kickers Offenbach,FC Ingolstadt,0,0,D,0,0,D,0,0,D,4,2,H,False
18.08.2014,20:30,Monday,1415,Dynamo Dresden,FC Schalke 04,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
28.10.2014,19:00,Tuesday,1415,Chemnitzer FC,Werder Bremen,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
28.10.2014,19:00,Tuesday,1415,Arminia Bielefeld,Hertha BSC,0,0,D,0,0,D,0,0,D,4,2,H,False
28.10.2014,19:00,Tuesday,1415,Kickers Offenbach,Karlsruher SC,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
28.10.2014,19:00,Tuesday,1415,VfR Aalen,Hannover 96,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
28.10.2014,20:30,Tuesday,1415,MSV Duisburg,1. FC Köln,0,0,D,0,0,D,0,0,D,1,4,A,False
28.10.2014,20:30,Tuesday,1415,1. FC Kaiserslautern,SpVgg Greuther Fürth,2,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
28.10.2014,20:30,Tuesday,1415,FC St. Pauli,Borussia Dortmund,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
28.10.2014,20:30,Tuesday,1415,Dynamo Dresden,VfL Bochum,0,0,D,1,1,D,2,1,H,-1,-1,-1,False
29.10.2014,19:00,Wednesday,1415,1. FC Magdeburg,Bayer 04 Leverkusen,1,1,D,1,1,D,2,2,D,4,5,A,False
29.10.2014,19:00,Wednesday,1415,FC Würzburger Kickers,Eintracht Braunschweig,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
29.10.2014,19:00,Wednesday,1415,TSV 1860 München,SC Freiburg,1,1,D,2,5,A,-1,-1,-1,-1,-1,-1,False
29.10.2014,19:00,Wednesday,1415,RB Leipzig,Erzgebirge Aue,0,1,A,1,1,D,3,1,H,-1,-1,-1,False
29.10.2014,20:30,Wednesday,1415,Hamburger SV,Bayern München,0,2,A,1,3,A,-1,-1,-1,-1,-1,-1,False
29.10.2014,20:30,Wednesday,1415,1899 Hoffenheim,FSV Frankfurt,2,0,H,5,1,H,-1,-1,-1,-1,-1,-1,False
29.10.2014,20:30,Wednesday,1415,VfL Wolfsburg,1. FC Heidenheim,2,1,H,4,1,H,-1,-1,-1,-1,-1,-1,False
29.10.2014,20:30,Wednesday,1415,Eintracht Frankfurt,Borussia Mönchengladbach,0,1,A,1,2,A,-1,-1,-1,-1,-1,-1,False
03.03.2015,19:00,Tuesday,1415,Bayer 04 Leverkusen,1. FC Kaiserslautern,0,0,D,0,0,D,2,0,H,-1,-1,-1,False
03.03.2015,19:00,Tuesday,1415,VfR Aalen,1899 Hoffenheim,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
03.03.2015,20:30,Tuesday,1415,SC Freiburg,1. FC Köln,2,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
03.03.2015,20:30,Tuesday,1415,Dynamo Dresden,Borussia Dortmund,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
04.03.2015,19:00,Wednesday,1415,RB Leipzig,VfL Wolfsburg,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
04.03.2015,19:00,Wednesday,1415,Arminia Bielefeld,Werder Bremen,1,0,H,3,1,H,-1,-1,-1,-1,-1,-1,False
04.03.2015,20:30,Wednesday,1415,Kickers Offenbach,Borussia Mönchengladbach,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
04.03.2015,20:30,Wednesday,1415,Bayern München,Eintracht Braunschweig,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
07.04.2015,19:00,Tuesday,1415,VfL Wolfsburg,SC Freiburg,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
07.04.2015,20:30,Tuesday,1415,Borussia Dortmund,1899 Hoffenheim,1,2,A,2,2,D,3,2,H,-1,-1,-1,False
08.04.2015,19:00,Wednesday,1415,Arminia Bielefeld,Borussia Mönchengladbach,1,1,D,1,1,D,1,1,D,5,4,H,False
08.04.2015,20:30,Wednesday,1415,Bayer 04 Leverkusen,Bayern München,0,0,D,0,0,D,0,0,D,3,5,A,False
28.04.2015,20:30,Tuesday,1415,Bayern München,Borussia Dortmund,1,0,H,1,1,D,1,1,D,0,2,A,False
29.04.2015,20:30,Wednesday,1415,Arminia Bielefeld,VfL Wolfsburg,0,2,A,0,4,A,-1,-1,-1,-1,-1,-1,False
30.05.2015,20:00,Saturday,1415,Borussia Dortmund,VfL Wolfsburg,1,3,A,1,3,A,-1,-1,-1,-1,-1,-1,False
07.08.2015,19:00,Friday,1516,TuS Erndtebrück,SV Darmstadt 98,0,2,A,0,5,A,-1,-1,-1,-1,-1,-1,False
07.08.2015,19:00,Friday,1516,BFC Dynamo,FSV Frankfurt,0,2,A,0,2,A,-1,-1,-1,-1,-1,-1,False
07.08.2015,20:00,Friday,1516,SV Elversberg,FC Augsburg,0,0,D,1,1,D,1,3,A,-1,-1,-1,False
08.08.2015,15:30,Saturday,1516,FC Viktoria Köln,1. FC Union Berlin,0,1,A,2,1,H,-1,-1,-1,-1,-1,-1,False
08.08.2015,15:30,Saturday,1516,SV Meppen,1. FC Köln,0,2,A,0,4,A,-1,-1,-1,-1,-1,-1,False
08.08.2015,15:30,Saturday,1516,Hallescher FC,Eintracht Braunschweig,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
08.08.2015,15:30,Saturday,1516,Stuttgarter Kickers,VfL Wolfsburg,0,2,A,1,4,A,-1,-1,-1,-1,-1,-1,False
08.08.2015,15:30,Saturday,1516,Sportfreunde Lotte,Bayer 04 Leverkusen,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
08.08.2015,15:30,Saturday,1516,MSV Duisburg,FC Schalke 04,0,3,A,0,5,A,-1,-1,-1,-1,-1,-1,False
08.08.2015,15:30,Saturday,1516,FC Würzburger Kickers,Werder Bremen,0,0,D,0,0,D,0,2,A,-1,-1,-1,False
08.08.2015,15:30,Saturday,1516,Erzgebirge Aue,SpVgg Greuther Fürth,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
08.08.2015,15:30,Saturday,1516,Bremer SV,Eintracht Frankfurt,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
